id,name,genre,developers,publishers,releaseDates
267,Boundary,[],['Surgical Scalpels'],['Surgical Scalpels'],"{'Japan': 'Unreleased', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
268,Bound by Flame,[],['Spiders'],['Focus Home Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 7, 2014', 'Europe': 'May 6, 2014', 'Australia': 'May 6, 2014'}"
269,Boundless,[],['Wonderstruck Games'],['Wonderstruck Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 11, 2018', 'Europe': 'Sep 11, 2018', 'Australia': 'Sep 11, 2018'}"
270,Bow to Blood: Last Captain Standing,[],['Tribetoy'],['Tribetoy'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 28, 2018', 'Europe': 'Aug 28, 2018', 'Australia': 'Aug 28, 2018'}"
271,BQM: BlockQuest Maker,[],['Wonderland Kazakiri'],['Wonderland Kazakiri'],"{'Japan': 'Jul 4, 2019', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
272,Brawl,[],['Bloober Team'],['Bloober Team'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 28, 2015', 'Europe': 'Apr 24, 2015', 'Australia': 'Apr 24, 2015'}"
273,Brawlout,[],['Angry Mob Games'],['Angry Mob Games'],"{'Japan': 'Aug 23, 2018', 'NorthAmerica': 'Aug 21, 2018', 'Europe': 'Aug 21, 2018', 'Australia': 'Aug 21, 2018'}"
274,Breakers Collection,['Fighting'],['Visco Corporation'],['QuByte Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
275,The Bridge,[],['TQAG'],['TQAG'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 18, 2015', 'Europe': 'Aug 18, 2015', 'Australia': 'Aug 18, 2015'}"
276,Bridge Constructor,[],['ClockStone'],['Headup Games'],"{'Japan': 'Jun 16, 2017', 'NorthAmerica': 'Dec 14, 2016', 'Europe': 'Dec 13, 2016', 'Australia': 'Dec 13, 2016'}"
277,Bridge Constructor Portal,[],['ClockStone'],['Headup Games'],"{'Japan': 'Feb 28, 2018', 'NorthAmerica': 'Feb 28, 2018', 'Europe': 'Feb 28, 2018', 'Australia': 'Feb 28, 2018'}"
278,Bridge Constructor Stunts,[],['ClockStone'],['Headup Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 27, 2018', 'Europe': 'Mar 27, 2018', 'Australia': 'Mar 27, 2018'}"
279,Brief Battles,[],['Juicy Cupcake'],['Juicy Cupcake'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 7, 2019', 'Europe': 'May 7, 2019', 'Australia': 'May 7, 2019'}"
280,Broforce,['run and gun'],['Free Lives'],['Devolver Digital'],"{'Japan': 'Mar 2, 2016', 'NorthAmerica': 'Mar 1, 2016', 'Europe': 'Mar 1, 2016', 'Australia': 'Mar 1, 2016'}"
281,Broken Age: The Complete Adventure,[],['Double Fine Productions'],['Double Fine Productions'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 29, 2015', 'Europe': 'Apr 28, 2015', 'Australia': 'Apr 28, 2015'}"
282,Broken Delusion,['Action role-playing'],['Bilibili'],['Zhaijidian'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
283,Broken Sword 5: The Serpent's Curse,[],['Revolution Software'],['Revolution Software'],"{'Japan': 'Apr 26, 2019', 'NorthAmerica': 'Sep 4, 2015', 'Europe': 'Sep 4, 2015', 'Australia': 'Sep 4, 2015'}"
284,Brothers: A Tale of Two Sons,[],['Starbreeze Studios'],['505 Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 12, 2015', 'Europe': 'Aug 12, 2015', 'Australia': 'Aug 12, 2015'}"
285,Brutal,[],['Stormcloud Games'],['Stormcloud Games'],"{'Japan': 'Oct 20, 2016', 'NorthAmerica': 'Aug 9, 2016', 'Europe': 'Aug 9, 2016', 'Australia': 'Aug 9, 2016'}"
286,Bubsy: Paws on Fire!,['Platformer'],['Choice Provisions'],['Accolade'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 16, 2019', 'Europe': 'May 16, 2019', 'Australia': 'May 16, 2019'}"
287,Bubsy: The Woolies Strike Back,[],['Black Forest Games'],['Accolade'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 31, 2017', 'Europe': 'Oct 31, 2017', 'Australia': 'Oct 31, 2017'}"
288,The Bug Butcher,[],['Awfully Nice Studios'],['Triangle Studios'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 18, 2016', 'Europe': 'Oct 18, 2016', 'Australia': 'Oct 18, 2016'}"
289,BugsBox,[],['Park ESM'],['Park ESM'],"{'Japan': 'May 16, 2017', 'NorthAmerica': 'Jun 5, 2017', 'Europe': 'May 25, 2017', 'Australia': 'May 25, 2017'}"
290,Buildings Have Feelings Too!,[],['Blackstaff Games'],['Merge Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
291,Bulb Boy,[],['Bulbware'],['Bulbware'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 1, 2018', 'Europe': 'Mar 1, 2018', 'Australia': 'Mar 1, 2018'}"
292,Bulletstorm: Full Clip Edition,[],['People Can Fly'],['Gearbox Software'],"{'Japan': 'Apr 7, 2017', 'NorthAmerica': 'Apr 7, 2017', 'Europe': 'Apr 7, 2017', 'Australia': 'Apr 7, 2017'}"
293,Burnout Paradise Remastered,[],['Stellar Entertainment'],['Electronic Arts'],"{'Japan': 'Mar 15, 2018', 'NorthAmerica': 'Mar 16, 2018', 'Europe': 'Mar 16, 2018', 'Australia': 'Mar 16, 2018'}"
294,Bush Hockey League,[],['V7 Entertainment'],['V7 Entertainment'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 28, 2017', 'Europe': 'Mar 28, 2017', 'Australia': 'Mar 28, 2017'}"
295,Bus Simulator,[],['Stillalive Studios'],['Astragon'],"{'Japan': 'Sep 18, 2019', 'NorthAmerica': 'Sep 17, 2019', 'Europe': 'Sep 17, 2019', 'Australia': 'Sep 17, 2019'}"
296,Butcher,[],['Transhuman Design'],['Crunching Koalas'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 9, 2017', 'Europe': 'May 9, 2017', 'Australia': 'May 9, 2017'}"
297,Caladrius Blaze,[],['Moss'],['H2 Interactive'],"{'Japan': 'Aug 9, 2016', 'NorthAmerica': 'Aug 9, 2016', 'Europe': 'Aug 9, 2016', 'Australia': 'Aug 9, 2016'}"
298,The Caligula Effect: Overdose,['Role-playing'],['FuRyu'],['FuRyu'],"{'Japan': 'May 17, 2018', 'NorthAmerica': 'Mar 15, 2019', 'Europe': 'Mar 12, 2019', 'Australia': 'Mar 12, 2019'}"
299,Call of Cthulhu: The Official Video Game,[],['Frogwares'],['Focus Home Interactive'],"{'Japan': 'Mar 28, 2019', 'NorthAmerica': 'Oct 30, 2018', 'Europe': 'Oct 30, 2018', 'Australia': 'Oct 30, 2018'}"
300,Call of Duty: Advanced Warfare,[],['Sledgehammer Games'],['Activision'],"{'Japan': 'Nov 13, 2014', 'NorthAmerica': 'Nov 4, 2014', 'Europe': 'Nov 4, 2014', 'Australia': 'Nov 4, 2014'}"
301,Call of Duty: Black Ops III,[],['Treyarch'],['Activision'],"{'Japan': 'Nov 6, 2015', 'NorthAmerica': 'Nov 6, 2015', 'Europe': 'Nov 6, 2015', 'Australia': 'Nov 6, 2015'}"
302,Call of Duty: Black Ops IIII,[],['Treyarch'],['Activision'],"{'Japan': 'Oct 12, 2018', 'NorthAmerica': 'Oct 12, 2018', 'Europe': 'Oct 12, 2018', 'Australia': 'Oct 12, 2018'}"
303,Call of Duty: Ghosts,[],['Infinity Ward'],['Activision'],"{'Japan': 'Feb 22, 2014', 'NorthAmerica': 'Nov 29, 2013', 'Europe': 'Nov 15, 2013', 'Australia': 'Nov 15, 2013'}"
304,Call of Duty: Infinite Warfare,[],['Infinity Ward'],['Activision'],"{'Japan': 'Nov 4, 2016', 'NorthAmerica': 'Nov 4, 2016', 'Europe': 'Nov 4, 2016', 'Australia': 'Nov 4, 2016'}"
305,Call of Duty: Modern Warfare,[],['Infinity Ward'],['Activision'],"{'Japan': 'Oct 25, 2019', 'NorthAmerica': 'Oct 25, 2019', 'Europe': 'Oct 25, 2019', 'Australia': 'Oct 25, 2019'}"
306,Call of Duty: Modern Warfare Remastered,[],['Raven Software'],['Activision'],"{'Japan': 'Nov 4, 2016', 'NorthAmerica': 'Nov 4, 2016', 'Europe': 'Nov 4, 2016', 'Australia': 'Nov 4, 2016'}"
307,Call of Duty: WWII,[],['Sledgehammer Games'],['Activision'],"{'Japan': 'Nov 3, 2017', 'NorthAmerica': 'Nov 3, 2017', 'Europe': 'Nov 3, 2017', 'Australia': 'Nov 3, 2017'}"
308,Calvino Noir,[],['Calvino Noir'],['Calvino Noir'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 25, 2015', 'Europe': 'Aug 25, 2015', 'Australia': 'Aug 25, 2015'}"
309,Candlelight,[],['Pixel Maverick'],['Pixel Maverick'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Unreleased', 'Europe': 'Mar 15, 2016', 'Australia': 'Mar 15, 2016'}"
310,Candleman: The Complete Journey,[],['Spotlightor Interactive'],['Zodiac Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 21, 2018', 'Europe': 'Aug 21, 2018', 'Australia': 'Aug 21, 2018'}"
311,Candle: The Power of the Flame,[],['Teku Studios'],['Merge Games'],"{'Japan': 'Oct 10, 2019', 'NorthAmerica': 'Jul 25, 2018', 'Europe': 'Jul 24, 2018', 'Australia': 'Jul 24, 2018'}"
312,Cannon Brawl,[],['Turtle Sandbox / BlitWorks'],['Turtle Sandbox'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 2, 2016', 'Europe': 'Aug 2, 2016', 'Australia': 'Aug 2, 2016'}"
313,Capcom Beat 'Em Up Bundle,"[""Beat 'em up""]",['Capcom'],['Capcom'],"{'Japan': 'Sep 20, 2018', 'NorthAmerica': 'Sep 18, 2018', 'Europe': 'Sep 18, 2018', 'Australia': 'Sep 18, 2018'}"
314,Capsule Force,[],['Klobit'],['Iron Galaxy Studios'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 23, 2015', 'Europe': 'Jul 23, 2015', 'Australia': 'Jul 23, 2015'}"
315,Cardpocalypse,[],['Gambrinous'],['Versus Evil'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 12, 2019', 'Europe': 'Dec 12, 2019', 'Australia': 'Dec 12, 2019'}"
316,Carmageddon: Max Damage,[],['Stainless Games'],['Stainless Games'],"{'Japan': 'Jul 8, 2016', 'NorthAmerica': 'Jul 8, 2016', 'Europe': 'Jul 8, 2016', 'Australia': 'Jul 8, 2016'}"
317,Cars 3: Driven to Win,[],['Avalanche Software'],['WB Games'],"{'Japan': 'Jul 20, 2017', 'NorthAmerica': 'Jul 14, 2017', 'Europe': 'Jul 13, 2017', 'Australia': 'Jul 13, 2017'}"
318,Car Mechanic Simulator 2018,['Simulation'],['Red Dot Games'],['PlayWay'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 25, 2019', 'Europe': 'Jun 25, 2019', 'Australia': 'Jun 25, 2019'}"
319,Cartoon Network: Battle Crashers,"[""Beat 'em up""]",['Magic Pockets'],['GameMill Entertainment'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 8, 2016', 'Europe': 'Nov 8, 2016', 'Australia': 'Nov 8, 2016'}"
320,CarX Drift Racing Online,[],['CarX Technologies'],['CarX Technologies'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 12, 2019', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
321,Casey Powell Lacrosse 16,[],['Crosse Studios'],['Big Ant Studios'],"{'Japan': 'Mar 9, 2016', 'NorthAmerica': 'Mar 9, 2016', 'Europe': 'Mar 9, 2016', 'Australia': 'Mar 9, 2016'}"
322,Castle Crashers Remastered,"[""Beat 'em up""]",['The Behemoth'],['The Behemoth'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 19, 2019', 'Europe': 'Sep 17, 2019', 'Australia': 'Sep 17, 2019'}"
323,The Castle Game,[],['Neptune'],['Neptune'],"{'Japan': 'Aug 5, 2015', 'NorthAmerica': 'Aug 5, 2015', 'Europe': 'Aug 5, 2015', 'Australia': 'Aug 5, 2015'}"
324,Castles,[],['WhootGames'],['BadLand Indie'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 29, 2016', 'Europe': 'Jun 28, 2016', 'Australia': 'Jun 28, 2016'}"
325,CastleStorm: Definitive Edition,['Tower defense'],['Zen Studios'],['Zen Studios'],"{'Japan': 'Mar 11, 2015', 'NorthAmerica': 'Oct 15, 2014', 'Europe': 'Sep 23, 2014', 'Australia': 'Sep 23, 2014'}"
326,CastleStorm II,['Tower defense'],['Zen Studios'],['Zen Studios'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
327,Castlevania Requiem,['Platform-adventure'],['Konami'],['Konami'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 26, 2018', 'Europe': 'Oct 26, 2018', 'Australia': 'Oct 26, 2018'}"
328,Castlevania Anniversary Collection,['Platformer'],['Konami'],['Konami'],"{'Japan': 'May 16, 2019', 'NorthAmerica': 'May 16, 2019', 'Europe': 'May 16, 2019', 'Australia': 'May 16, 2019'}"
329,Catherine: Full Body,[],['Studio Zero'],['Atlus'],"{'Japan': 'Feb 14, 2019', 'NorthAmerica': 'Sep 3, 2019', 'Europe': 'Sep 3, 2019', 'Australia': 'Sep 3, 2019'}"
330,Catlateral Damage,[],['Manekoware'],['Fire Hose Games'],"{'Japan': 'Oct 13, 2016', 'NorthAmerica': 'Jun 13, 2016', 'Europe': 'Mar 22, 2016', 'Australia': 'Mar 22, 2016'}"
331,Cat Quest,[],['The Gentlebros'],['PQube'],"{'Japan': 'Nov 27, 2017', 'NorthAmerica': 'Nov 10, 2017', 'Europe': 'Nov 14, 2017', 'Australia': 'Nov 14, 2017'}"
332,Cat Quest II,[],['The Gentlebros'],['PQube'],"{'Japan': 'Oct 24, 2019', 'NorthAmerica': 'Oct 24, 2019', 'Europe': 'Oct 24, 2019', 'Australia': 'Oct 24, 2019'}"
333,Cel Damage HD,['Racing'],['Finish Line Games'],['Finish Line Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 14, 2014', 'Europe': 'Apr 22, 2014', 'Australia': 'Apr 22, 2014'}"
334,Celeste,[],['Matt Thorson'],['Matt Makes Games'],"{'Japan': 'Sep 10, 2019', 'NorthAmerica': 'Jan 25, 2018', 'Europe': 'Jan 25, 2018', 'Australia': 'Jan 25, 2018'}"
335,Chambara,[],['Team OK'],['USC Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Unreleased', 'Europe': 'Jul 26, 2016', 'Australia': 'Jul 26, 2016'}"
336,Chaos;Child,[],['Nitroplus'],['5pb.'],"{'Japan': 'Jun 25, 2015', 'NorthAmerica': 'Oct 13, 2017', 'Europe': 'Oct 24, 2017', 'Australia': 'Oct 24, 2017'}"
337,Chaos Code: New Sign of Catastrophe,[],['FK Digital'],['Arc System Works'],"{'Japan': 'Mar 15, 2017', 'NorthAmerica': 'Mar 15, 2017', 'Europe': 'Mar 15, 2017', 'Australia': 'Mar 15, 2017'}"
338,Chaos on Deponia,[],['Daedalic Entertainment'],['Daedalic Entertainment'],"{'Japan': 'Dec 6, 2017', 'NorthAmerica': 'Dec 6, 2017', 'Europe': 'Dec 6, 2017', 'Australia': 'Dec 6, 2017'}"
339,Chariot,[],['Frima Studio'],['Frima Studio'],"{'Japan': 'Mar 25, 2015', 'NorthAmerica': 'Oct 29, 2014', 'Europe': 'Sep 30, 2014', 'Australia': 'Sep 30, 2014'}"
340,Chasm,[],['Discord Games'],['Discord Games'],"{'Japan': 'Jul 31, 2018', 'NorthAmerica': 'Jul 31, 2018', 'Europe': 'Jul 31, 2018', 'Australia': 'Jul 31, 2018'}"
341,Chess Ultra,[],['VooFoo Studios'],['Ripstone'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 21, 2017', 'Europe': 'Jun 20, 2017', 'Australia': 'Jun 20, 2017'}"
342,Child of Light,[],['Ubisoft Montreal'],['Ubisoft'],"{'Japan': 'May 1, 2014', 'NorthAmerica': 'Apr 30, 2014', 'Europe': 'Apr 29, 2014', 'Australia': 'Apr 29, 2014'}"
343,Children of Morta,[],['Dead Mage'],['11 Bit Studios'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 15, 2019', 'Europe': 'Oct 15, 2019', 'Australia': 'Oct 15, 2019'}"
344,Children of Zodiarcs,[],['Cardboard Utopia'],['Square Enix'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 18, 2017', 'Europe': 'Jul 18, 2017', 'Australia': 'Jul 18, 2017'}"
345,Chimparty,[],['NapNok Games'],['Sony Interactive Entertainment'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 14, 2018', 'Europe': 'Nov 14, 2018', 'Australia': 'Nov 14, 2018'}"
346,Chime Sharp,[],['Zoë Mode'],['Chilled Mouse'],"{'Japan': 'Feb 21, 2017', 'NorthAmerica': 'Feb 21, 2017', 'Europe': 'Feb 21, 2017', 'Australia': 'Feb 21, 2017'}"
347,Chivalry: Medieval Warfare,[],['Torn Banner Studios'],['Activision'],"{'Japan': 'Dec 1, 2015', 'NorthAmerica': 'Dec 1, 2015', 'Europe': 'Dec 1, 2015', 'Australia': 'Dec 1, 2015'}"
348,Chocobo's Mystery Dungeon Every Buddy!,['Role-playing'],['Square Enix'],['Square Enix'],"{'Japan': 'Mar 20, 2019', 'NorthAmerica': 'Mar 20, 2019', 'Europe': 'Mar 20, 2019', 'Australia': 'Mar 20, 2019'}"
349,ChromaGun,[],['Pixel Maniacs'],['Pixel Maniacs'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 22, 2017', 'Europe': 'Aug 22, 2017', 'Australia': 'Aug 22, 2017'}"
350,Chroma Squad,[],['Behold Studios'],['Bandai Namco Entertainment'],"{'Japan': 'May 19, 2017', 'NorthAmerica': 'May 19, 2017', 'Europe': 'May 19, 2017', 'Australia': 'May 19, 2017'}"
351,Chronicles of Teddy: Harmony of Exidus,[],['LookAtMyGame'],['Aksys Games'],"{'Japan': 'Dec 14, 2016', 'NorthAmerica': 'Mar 29, 2016', 'Europe': 'Mar 29, 2016', 'Australia': 'Mar 29, 2016'}"
352,The Church in the Darkness,[],['Paranoid Productions'],['Paranoid Productions'],"{'Japan': 'Oct 3, 2019', 'NorthAmerica': 'Aug 2, 2019', 'Europe': 'Aug 2, 2019', 'Australia': 'Aug 2, 2019'}"
353,Circuit Superstars,[],['Original Fire Games'],['Square Enix Collective'],"{'Japan': '2020', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
354,Cities: Skylines,[],['Tantalus Media'],['Paradox Interactive'],"{'Japan': 'Apr 12, 2018', 'NorthAmerica': 'Aug 15, 2017', 'Europe': 'Aug 15, 2017', 'Australia': 'Aug 15, 2017'}"
355,Citizens of Earth,[],['Atlus'],['Eden Industries'],"{'Japan': 'Oct 26, 2016', 'NorthAmerica': 'Jan 21, 2015', 'Europe': 'Jan 20, 2015', 'Australia': 'Jan 20, 2015'}"
356,Citizens of Space,[],['Eden Industries'],['Sega'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 18, 2019', 'Europe': 'Jun 18, 2019', 'Australia': 'Jun 18, 2019'}"
357,City Shrouded in Shadow,[],['Granzella'],['Bandai Namco Entertainment'],"{'Japan': 'Oct 19, 2017', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
358,Civilization VI,[],['Firaxis Games'],['2K Games'],"{'Japan': 'Nov 22, 2019', 'NorthAmerica': 'Nov 22, 2019', 'Europe': 'Nov 22, 2019', 'Australia': 'Nov 22, 2019'}"
359,Cladun Returns: This is Sengoku!,[],['Nippon Ichi Software'],['NIS America'],"{'Japan': 'May 27, 2014', 'NorthAmerica': 'Jun 17, 2017', 'Europe': 'Jun 6, 2017', 'Australia': 'Jun 6, 2017'}"
360,Claire: Extended Cut,[],['Hailstorm Games'],['Hailstorm Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 30, 2016', 'Europe': 'Aug 30, 2016', 'Australia': 'Aug 30, 2016'}"
361,Clannad,[],['Key'],['Prototype'],"{'Japan': 'Jun 14, 2018', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
362,Claybook,[],['Second Order'],['Second Order'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 31, 2018', 'Europe': 'Aug 31, 2018', 'Australia': 'Aug 31, 2018'}"
363,Clockwork Tales: Of Glass and Ink,[],['Artifex Mundi'],['Artifex Mundi'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 29, 2016', 'Europe': 'Nov 29, 2016', 'Australia': 'Nov 29, 2016'}"
364,Close to the Sun,"['Horror', 'adventure']",['Storm in a Teacup'],['Wired Productions'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 29, 2019', 'Europe': 'Oct 29, 2019', 'Australia': 'Oct 29, 2019'}"
365,Clustertruck,[],['Landfall Games'],['tinyBuild'],"{'Japan': 'Sep 27, 2016', 'NorthAmerica': 'Sep 27, 2016', 'Europe': 'Sep 27, 2016', 'Australia': 'Sep 27, 2016'}"
366,Code Vein,[],['Bandai Namco'],['Bandai Namco'],"{'Japan': 'Sep 26, 2019', 'NorthAmerica': 'Sep 27, 2019', 'Europe': 'Sep 27, 2019', 'Australia': 'Sep 27, 2019'}"
367,Coffin Dodgers,[],['Milky Tea Studios'],['Wales Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 3, 2016', 'Europe': 'May 3, 2016', 'Australia': 'May 3, 2016'}"
368,The Coma: Recut,[],['Devespresso Games'],['Digerati'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 21, 2017', 'Europe': 'Sep 21, 2017', 'Australia': 'Sep 21, 2017'}"
369,The Coma 2: Vicious Sisters,[],['Devespresso Games'],['Digerati'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
370,Comet Crash 2,[],['Pelfast'],['Pelfast'],"{'Japan': 'Aug 10, 2017', 'NorthAmerica': 'Aug 8, 2017', 'Europe': 'Aug 8, 2017', 'Australia': 'Aug 8, 2017'}"
371,Commander Cherry's Puzzled Journey,[],['Grande Games'],['Grande Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 11, 2015', 'Europe': 'Aug 11, 2015', 'Australia': 'Aug 11, 2015'}"
372,Commandos 2: HD Remaster,['Real-time tactics'],"['Yippee!', 'Pyro Studios']",['Kalypso Media'],"{'Japan': '2020', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
373,Conan Exiles,[],['Funcom'],['Koch Media'],"{'Japan': 'May 8, 2018', 'NorthAmerica': 'May 8, 2018', 'Europe': 'May 8, 2018', 'Australia': 'May 8, 2018'}"
374,Conarium,[],['Zoetrope Interactive'],['Iceberg Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Feb 12, 2019', 'Europe': 'Feb 12, 2019', 'Australia': 'Feb 12, 2019'}"
375,Conception Plus: Maidens of the Twelve Stars,['Role-playing'],['Spike Chunsoft'],['Spike Chunsoft'],"{'Japan': 'Jan 31, 2019', 'NorthAmerica': 'Nov 8, 2019', 'Europe': 'Nov 5, 2019', 'Australia': 'Nov 5, 2019'}"
376,Concrete Genie,[],['PixelOpus'],['Sony Interactive Entertainment'],"{'Japan': 'Oct 8, 2019', 'NorthAmerica': 'Oct 8, 2019', 'Europe': 'Oct 8, 2019', 'Australia': 'Oct 8, 2019'}"
377,Conga Master,[],['Undercoders'],['Rising Star Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 21, 2017', 'Europe': 'Jul 21, 2017', 'Australia': 'Jul 21, 2017'}"
378,Construction Simulator 2 US: Console Edition,[],['weltenbauer'],['Astragon Entertainment'],"{'Japan': 'Sep 21, 2018', 'NorthAmerica': 'Sep 12, 2018', 'Europe': 'Sep 12, 2018', 'Australia': 'Sep 12, 2018'}"
379,Constructor HD,['City-building'],['System 3'],['System 3'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 26, 2017', 'Europe': 'May 26, 2017', 'Australia': 'May 26, 2017'}"
380,Constructor Plus,[],['System 3'],['System 3'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 2, 2019', 'Europe': 'Apr 12, 2019', 'Australia': 'Apr 12, 2019'}"
381,Contra Anniversary Collection,['Run and gun'],['Konami'],['Konami'],"{'Japan': 'Jun 12, 2019', 'NorthAmerica': 'Jun 11, 2019', 'Europe': 'Jun 11, 2019', 'Australia': 'Jun 11, 2019'}"
382,Contra: Rogue Corps,[],['Konami'],['Konami'],"{'Japan': 'Sep 26, 2019', 'NorthAmerica': 'Sep 24, 2019', 'Europe': 'Sep 24, 2019', 'Australia': 'Sep 24, 2019'}"
383,Contrast,[],['Compulsion Games'],['Compulsion Games'],"{'Japan': 'Feb 22, 2014', 'NorthAmerica': 'Nov 29, 2013', 'Europe': 'Nov 15, 2013', 'Australia': 'Nov 15, 2013'}"
384,Control,[],['Remedy Entertainment'],['505 Games'],"{'Japan': 'Aug 27, 2019', 'NorthAmerica': 'Aug 27, 2019', 'Europe': 'Aug 27, 2019', 'Australia': 'Aug 27, 2019'}"
385,Convallaria,[],['Loong Force'],['Loong Force'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
386,"Cook, Serve, Delicious! 2",[],['Vertigo Gaming'],['Vertigo Gaming'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 18, 2018', 'Europe': 'Dec 18, 2018', 'Australia': 'Dec 18, 2018'}"
387,"Cook, Serve, Delicious! 3",['Simulation'],['Vertigo Gaming'],['Vertigo Gaming'],"{'Japan': 'Unreleased', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
388,Cosmic Star Heroine,[],['Zeboyd Games'],['Zeboyd Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 11, 2017', 'Europe': 'Apr 11, 2017', 'Australia': 'Apr 11, 2017'}"
389,Costume Quest 2,[],['Double Fine Productions'],['Double Fine Productions'],"{'Japan': 'Oct 31, 2014', 'NorthAmerica': 'Oct 31, 2014', 'Europe': 'Oct 31, 2014', 'Australia': 'Oct 31, 2014'}"
390,Cotton Reboot,"[""Shoot 'em up""]",['Success'],['Beep'],"{'Japan': '2020', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
391,The Count Lucanor,[],['Baroque Decay'],['Merge Games'],"{'Japan': 'Jan 9, 2018', 'NorthAmerica': 'Jan 9, 2018', 'Europe': 'Jan 9, 2018', 'Australia': 'Jan 9, 2018'}"
392,CounterSpy,['Side-scroller'],['Dynamighty'],['Sony Computer Entertainment'],"{'Japan': 'Aug 21, 2014', 'NorthAmerica': 'Aug 20, 2014', 'Europe': 'Aug 19, 2014', 'Australia': 'Aug 19, 2014'}"
