id,name,genre,developers,publishers,releaseDates
882,Hero Must Die. Again,[],"['Pyramid', 'G-Mode']",['Degica Games'],"{'Japan': 'TBA', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
883,Hero Siege,[],['Panic Art Studios'],['Panic Art Studios'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
884,Hidden Agenda,['Interactive drama'],['Supermassive Games'],['Sony Interactive Entertainment'],"{'Japan': 'Oct 24, 2017', 'NorthAmerica': 'Oct 24, 2017', 'Europe': 'Oct 24, 2017', 'Australia': 'Oct 24, 2017'}"
885,Hindsight 20/20,[],['Triple-I Games'],['Triple-I Games'],"{'Japan': '2020', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
886,Hitman,[],['IO Interactive'],['Square Enix'],"{'Japan': 'Aug 10, 2017', 'NorthAmerica': 'Mar 11, 2016', 'Europe': 'Mar 11, 2016', 'Australia': 'Mar 11, 2016'}"
887,Hitman 2,[],['IO Interactive'],['WB Games'],"{'Japan': 'Nov 13, 2018', 'NorthAmerica': 'Nov 13, 2018', 'Europe': 'Nov 13, 2018', 'Australia': 'Nov 13, 2018'}"
888,Hitman Go,[],['Square Enix Montréal'],['Square Enix'],"{'Japan': 'Feb 23, 2016', 'NorthAmerica': 'Feb 23, 2016', 'Europe': 'Feb 23, 2016', 'Australia': 'Feb 23, 2016'}"
889,Hob,[],['Runic Games'],['Sony Interactive Entertainment'],"{'Japan': 'Sep 26, 2017', 'NorthAmerica': 'Sep 26, 2017', 'Europe': 'Sep 26, 2017', 'Australia': 'Sep 26, 2017'}"
890,Hohokum,[],['Honeyslug'],['Sony Computer Entertainment'],"{'Japan': 'Aug 13, 2014', 'NorthAmerica': 'Aug 13, 2014', 'Europe': 'Aug 12, 2014', 'Australia': 'Aug 12, 2014'}"
891,Hollow Knight,['Metroidvania'],['Team Cherry'],['Team Cherry'],"{'Japan': 'Sep 26, 2018', 'NorthAmerica': 'Sep 26, 2018', 'Europe': 'Sep 26, 2018', 'Australia': 'Sep 26, 2018'}"
892,Holy Potatoes! We're in Space?!,['Simulation'],['Daylight Studios'],['Rising Star Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jan 15, 2019', 'Europe': 'Jan 15, 2019', 'Australia': 'Jan 15, 2019'}"
893,Home,[],['Benjamin Rivers'],['Benjamin Rivers'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 15, 2015', 'Europe': 'Nov 4, 2014', 'Australia': 'Nov 4, 2014'}"
894,Home Free,[],['Kevin Cancienne'],['TBA'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
895,Homefront: The Revolution,[],['Deep Silver Dambuster'],['Deep Silver'],"{'Japan': 'May 19, 2016', 'NorthAmerica': 'May 20, 2016', 'Europe': 'May 17, 2016', 'Australia': 'May 17, 2016'}"
896,The Hong Kong Massacre,['Top-down shooter'],['Vreski'],['Captain Rogue'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jan 22, 2019', 'Europe': 'Jan 29, 2019', 'Australia': 'Jan 29, 2019'}"
897,HoPiKo,[],['Laser Dog'],['Merge Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 21, 2016', 'Europe': 'Oct 18, 2016', 'Australia': 'Oct 18, 2016'}"
898,Horizon Chase Turbo,[],['Aquiris Studio'],['Aquiris Studio'],"{'Japan': 'Dec 19, 2019', 'NorthAmerica': 'May 15, 2018', 'Europe': 'May 15, 2018', 'Australia': 'May 15, 2018'}"
899,Horizon Zero Dawn,[],['Guerrilla Games'],['Sony Interactive Entertainment'],"{'Japan': 'Mar 2, 2017', 'NorthAmerica': 'Mar 1, 2017', 'Europe': 'Feb 28, 2017', 'Australia': 'Feb 28, 2017'}"
900,Hotline Miami,[],['Dennaton Games'],['Devolver Digital'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 20, 2014', 'Europe': 'Aug 19, 2014', 'Australia': 'Aug 19, 2014'}"
901,Hotline Miami 2: Wrong Number,[],['Dennaton Games'],['Devolver Digital'],"{'Japan': 'Jun 25, 2015', 'NorthAmerica': 'Mar 11, 2015', 'Europe': 'Mar 10, 2015', 'Australia': 'Mar 10, 2015'}"
902,Hot Springs Story,['Business simulation'],['Kairosoft'],['Kairosoft'],"{'Japan': 'Dec 5, 2019', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
903,The House in Fata Morgana: Dream of the Revenants Edition,[],['Novectacle'],['Limited Run Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 11, 2019', 'Europe': 'Jun 11, 2019', 'Australia': 'Jun 11, 2019'}"
904,How to Survive: Storm Warning Edition,[],['Eko Software'],['505 Games'],"{'Japan': 'Apr 8, 2015', 'NorthAmerica': 'Oct 29, 2014', 'Europe': 'Nov 4, 2014', 'Australia': 'Nov 4, 2014'}"
905,How to Survive 2,[],['Eko Software'],['505 Games'],"{'Japan': 'Feb 6, 2017', 'NorthAmerica': 'Feb 6, 2017', 'Europe': 'Feb 6, 2017', 'Australia': 'Feb 6, 2017'}"
906,Hue,['Puzzle platformer'],['Fiddlesticks'],['Curve Digital'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 30, 2016', 'Europe': 'Aug 23, 2016', 'Australia': 'Aug 23, 2016'}"
907,Human: Fall Flat,[],['No Brakes Games'],['Curve Digital'],"{'Japan': 'May 23, 2019', 'NorthAmerica': 'May 9, 2017', 'Europe': 'May 9, 2017', 'Australia': 'May 9, 2017'}"
908,Humanity,[],['Tha'],['Enhance Games'],"{'Japan': 'Unreleased', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
909,Hunt: Showdown,[],['Crytek'],['Crytek'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
910,The Huntsman: Winter's Curse,[],['Desert Owl Games'],['Desert Owl Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 23, 2016', 'Europe': 'Aug 16, 2016', 'Australia': 'Aug 16, 2016'}"
911,Hyper Jam,[],['Bit Dragon'],['Bit Dragon'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Feb 13, 2019', 'Europe': 'Feb 12, 2019', 'Australia': 'Feb 12, 2019'}"
912,Hyper Light Drifter,[],['Heart Machine'],['Heart Machine'],"{'Japan': 'May 25, 2017', 'NorthAmerica': 'Jul 26, 2016', 'Europe': 'Jul 26, 2016', 'Australia': 'Jul 26, 2016'}"
913,Hyper Void,[],['IN|Framez'],['IN|Framez'],"{'Japan': 'Sep 8, 2015', 'NorthAmerica': 'Sep 8, 2015', 'Europe': 'Sep 8, 2015', 'Australia': 'Sep 8, 2015'}"
914,I Am Bread,[],['Bossa Studios'],['Bossa Studios'],"{'Japan': 'Dec 25, 2015', 'NorthAmerica': 'Aug 25, 2015', 'Europe': 'Aug 25, 2015', 'Australia': 'Aug 25, 2015'}"
915,I Am Setsuna,[],['Tokyo RPG Factory'],['Square Enix'],"{'Japan': 'Feb 18, 2015', 'NorthAmerica': 'Jul 19, 2016', 'Europe': 'Jul 19, 2016', 'Australia': 'Jul 19, 2016'}"
916,Ice Age: Scrat’s Nutty Adventure,[],['Outright Games'],['Outright Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 18, 2019', 'Europe': 'Oct 18, 2019', 'Australia': 'Oct 18, 2019'}"
917,Icewind Dale: Enhanced Edition,[],['Beamdog'],['Skybound Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 27, 2019', 'Europe': 'Sep 24, 2019', 'Australia': 'Sep 24, 2019'}"
918,Icey,[],['X.D. Network'],['X.D. Network'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Unreleased', 'Europe': 'Aug 8, 2017', 'Australia': 'Aug 8, 2017'}"
919,Iconoclasts,[],['Konjak'],['Bifrost Entertainment'],"{'Japan': 'Jan 23, 2018', 'NorthAmerica': 'Jan 23, 2018', 'Europe': 'Jan 23, 2018', 'Australia': 'Jan 23, 2018'}"
920,The Idolmaster Platinum Stars,[],['Bandai Namco Entertainment'],['Bandai Namco Entertainment'],"{'Japan': 'Jul 28, 2016', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
921,The Idolmaster: Stella Stage,[],['Bandai Namco Entertainment'],['Bandai Namco Entertainment'],"{'Japan': 'Dec 21, 2017', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
922,Ikaruga,[],['Treasure'],['Nicalis'],"{'Japan': 'Jun 29, 2018', 'NorthAmerica': 'Jun 29, 2018', 'Europe': 'Jun 29, 2018', 'Australia': 'Jun 29, 2018'}"
923,Illusion of L'Phalcia,[],['Exe Create'],['Kemco'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Aug 21, 2019', 'Europe': 'Aug 6, 2019', 'Australia': 'Aug 6, 2019'}"
924,Impact Winter,[],['Bandai Namco Entertainment'],['Bandai Namco Entertainment'],"{'Japan': 'Apr 11, 2018', 'NorthAmerica': 'Apr 5, 2018', 'Europe': 'Apr 5, 2018', 'Australia': 'Apr 5, 2018'}"
925,Immortal Planet,[],['Teedoubleu Games'],['Monster Couch'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 6, 2019', 'Europe': 'Dec 6, 2019', 'Australia': 'Dec 6, 2019'}"
926,Immortal Redneck,[],['CremaGames'],['CremaGames'],"{'Japan': 'Feb 28, 2018', 'NorthAmerica': 'Feb 27, 2018', 'Europe': 'Feb 27, 2018', 'Australia': 'Feb 27, 2018'}"
927,Immortal: Unchained,[],['Toadman Interactive'],['Game Odyssey'],"{'Japan': 'Aug 29, 2019', 'NorthAmerica': 'Sep 7, 2018', 'Europe': 'Sep 7, 2018', 'Australia': 'Sep 7, 2018'}"
928,In Between,[],['Gentlymad'],['Headup Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 8, 2019', 'Europe': 'Oct 8, 2019', 'Australia': 'Oct 8, 2019'}"
929,Inazuma Eleven: Heroes' Great Road,[],['Level-5'],['Level-5'],"{'Japan': '2020', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
930,Infliction: Extended Cut,['Survival horror'],['Caustic Reality'],['Blowfish Studios'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Feb 25, 2020', 'Europe': 'Feb 25, 2020', 'Australia': 'Feb 25, 2020'}"
931,The Incredible Adventures of Van Helsing,[],['NeocoreGames'],['NeocoreGames'],"{'Japan': 'May 15, 2017', 'NorthAmerica': 'Mar 1, 2017', 'Europe': 'Feb 28, 2017', 'Australia': 'Feb 28, 2017'}"
932,The Incredible Adventures of Van Helsing II,[],['NeocoreGames'],['NeocoreGames'],"{'Japan': 'Jan 10, 2018', 'NorthAmerica': 'Aug 8, 2017', 'Europe': 'Aug 15, 2017', 'Australia': 'Aug 15, 2017'}"
933,Industry Giant II,['Business simulation'],['Fancy Bytes'],['UIG Entertainment'],"{'Japan': 'Sep 15, 2017', 'NorthAmerica': 'Dec 20, 2016', 'Europe': 'Dec 20, 2016', 'Australia': 'Dec 20, 2016'}"
934,Indivisible,[],['Lab Zero Games'],['505 Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 11, 2019', 'Europe': 'Oct 8, 2019', 'Australia': 'Oct 8, 2019'}"
935,Infamous First Light,[],['Sucker Punch Productions'],['Sony Computer Entertainment'],"{'Japan': 'Sep 11, 2014', 'NorthAmerica': 'Aug 27, 2014', 'Europe': 'Aug 26, 2014', 'Australia': 'Aug 26, 2014'}"
936,Infamous Second Son,[],['Sucker Punch Productions'],['Sony Computer Entertainment'],"{'Japan': 'May 22, 2014', 'NorthAmerica': 'Mar 21, 2014', 'Europe': 'Mar 21, 2014', 'Australia': 'Mar 21, 2014'}"
937,Inferno 2,"[""Shoot 'em up""]",['Radiangames'],['2Awesome Studio'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 19, 2019', 'Europe': 'Sep 19, 2019', 'Australia': 'Sep 19, 2019'}"
938,Inferno Climber: Reborn,[],['Arc System Works'],['Arc System Works'],"{'Japan': 'Mar 28, 2019', 'NorthAmerica': 'Mar 28, 2019', 'Europe': 'Mar 28, 2019', 'Australia': 'Mar 28, 2019'}"
939,Infinifactory,[],['Zachtronics'],['Zachtronics'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 22, 2015', 'Europe': 'Dec 22, 2015', 'Australia': 'Dec 22, 2015'}"
940,Infinite Minigolf,[],['Zen Studios'],['Zen Studios'],"{'Japan': 'Sep 21, 2017', 'NorthAmerica': 'Jul 25, 2017', 'Europe': 'Jul 25, 2017', 'Australia': 'Jul 25, 2017'}"
941,Injustice: Gods Among Us Ultimate Edition,[],['High Voltage Software'],['WB Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 29, 2013', 'Europe': 'Nov 12, 2013', 'Australia': 'Nov 12, 2013'}"
942,Injustice 2,[],['NetherRealm Studios'],['WB Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 19, 2017', 'Europe': 'May 16, 2017', 'Australia': 'May 16, 2017'}"
943,The Inner World,[],['Studio Fizbin'],['Headup Games'],"{'Japan': 'Mar 31, 2017', 'NorthAmerica': 'Mar 31, 2017', 'Europe': 'Mar 31, 2017', 'Australia': 'Mar 31, 2017'}"
944,In Nightmare,[],['Magicfish Studio'],['Magicfish Studio'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
945,The Inpatient,[],['Supermassive Games'],['Sony Interacive Entertainment'],"{'Japan': 'Jan 25, 2018', 'NorthAmerica': 'Jan 24, 2018', 'Europe': 'Jan 23, 2018', 'Australia': 'Jan 23, 2018'}"
946,Insane Robots,[],['Playniac'],['Playniac'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 10, 2018', 'Europe': 'Jul 10, 2018', 'Australia': 'Jul 10, 2018'}"
947,Inside,[],['Playdead'],['Playdead'],"{'Japan': 'Aug 23, 2016', 'NorthAmerica': 'Aug 23, 2016', 'Europe': 'Aug 23, 2016', 'Australia': 'Aug 23, 2016'}"
948,Inside My Radio,[],['Seaven Studio'],['Iceberg Interactive'],"{'Japan': 'May 11, 2015', 'NorthAmerica': 'May 11, 2015', 'Europe': 'May 11, 2015', 'Australia': 'May 11, 2015'}"
949,Insurgency: Sandstorm,[],['New World Interactive'],['Focus Home Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
950,In the Shadows,[],['Colorspace Studio'],['Colorspace Studio'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
951,Invector,[],['Hello There'],['Hello There'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Dec 6, 2017', 'Europe': 'Dec 7, 2017', 'Australia': 'Dec 7, 2017'}"
952,Inversus,[],['Hypersect'],['Hypersect'],"{'Japan': 'Aug 31, 2016', 'NorthAmerica': 'Aug 17, 2016', 'Europe': 'Aug 16, 2016', 'Australia': 'Aug 16, 2016'}"
953,"Invisible, Inc.",[],['Klei Entertainment'],['Klei Entertainment'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 19, 2016', 'Europe': 'Apr 19, 2016', 'Australia': 'Apr 19, 2016'}"
954,Invisigun Reloaded,[],['Sombr Studio'],['Sombr Studio'],"{'Japan': 'Sep 5, 2019', 'NorthAmerica': 'Sep 25, 2019', 'Europe': 'Aug 27, 2019', 'Australia': 'Aug 27, 2019'}"
955,iO,[],['Gamious'],['Gamious'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Feb 14, 2017', 'Europe': 'Feb 14, 2017', 'Australia': 'Feb 14, 2017'}"
956,Ion Fury,[],['Voidpoint'],['Voidpoint'],"{'Japan': 'TBA', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
957,Ironcast,[],['Dreadbit'],['Dreadbit'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 2, 2016', 'Europe': 'Mar 1, 2016', 'Australia': 'Mar 1, 2016'}"
958,Ironclad Tactics,[],['Zachtronics'],['Zachtronics'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jan 20, 2015', 'Europe': 'Jan 20, 2015', 'Australia': 'Jan 20, 2015'}"
959,Irony Curtain: From Matryoshka with Love,['Hidden object'],['Artifex Mundi'],['Artifex Mundi'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 25, 2019', 'Europe': 'Jun 25, 2019', 'Australia': 'Jun 25, 2019'}"
960,Iron Crypticle,[],['Confused Pelican'],['Tikipod'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jul 11, 2017', 'Europe': 'Jul 11, 2017', 'Australia': 'Jul 11, 2017'}"
961,Iron Harvest,[],['King Art Games'],['Deep Silver'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Sep 1, 2020', 'Europe': 'Sep 1, 2020', 'Australia': 'Sep 1, 2020'}"
962,Iron Sea Defenders,[],['Creobit'],['8 Floor Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 14, 2017', 'Europe': 'Jun 13, 2017', 'Australia': 'Jun 13, 2017'}"
963,Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combat,[],['5pb.'],['5pb.'],"{'Japan': 'Nov 28, 2019', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
964,It's Quiz Time,[],['Snap Finger Click'],['Vision Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 28, 2017', 'Europe': 'Nov 28, 2017', 'Australia': 'Nov 28, 2017'}"
965,Ittle Dew 2,[],['Ludosity'],['Nicalis'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 15, 2016', 'Europe': 'Nov 15, 2016', 'Australia': 'Nov 15, 2016'}"
966,J-Stars Victory Vs+,[],['Spike Chunsoft'],['Bandai Namco Entertainment'],"{'Japan': 'Mar 19, 2015', 'NorthAmerica': 'Jun 26, 2015', 'Europe': 'Jun 30, 2015', 'Australia': 'Jun 30, 2015'}"
967,The Jackbox Party Pack,[],['Jackbox Games'],['Jackbox Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 2, 2015', 'Europe': 'Nov 18, 2014', 'Australia': 'Nov 18, 2014'}"
968,The Jackbox Party Pack 2,[],['Jackbox Games'],['Jackbox Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 13, 2015', 'Europe': 'Oct 13, 2015', 'Australia': 'Oct 13, 2015'}"
969,The Jackbox Party Pack 3,[],['Jackbox Games'],['Jackbox Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 19, 2016', 'Europe': 'Oct 18, 2016', 'Australia': 'Oct 18, 2016'}"
970,The Jackbox Party Pack 4,[],['Jackbox Games'],['Jackbox Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 20, 2017', 'Europe': 'Oct 20, 2017', 'Australia': 'Oct 20, 2017'}"
971,The Jackbox Party Pack 5,[],['Jackbox Games'],['Jackbox Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 16, 2018', 'Europe': 'Oct 16, 2018', 'Australia': 'Oct 16, 2018'}"
972,The Jackbox Party Pack 6,[],['Jackbox Games'],['Jackbox Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 17, 2019', 'Europe': 'Oct 17, 2019', 'Australia': 'Oct 17, 2019'}"
973,Jamestown+,[],['Final Form Games'],['Final Form Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 17, 2015', 'Europe': 'Mar 17, 2015', 'Australia': 'Mar 17, 2015'}"
974,Jazzpunk: Director's Cut,[],['Necrophone Games'],['Adult Swim Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 19, 2016', 'Europe': 'Sep 20, 2016', 'Australia': 'Sep 20, 2016'}"
975,Jenny LeClue: Detectivú,[],['Mografi'],['Mografi'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
976,Jeopardy!,[],['Frima Studios'],['Ubisoft'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 7, 2017', 'Europe': 'Nov 7, 2017', 'Australia': 'Nov 7, 2017'}"
977,Jet Car Stunts,[],['Grip Digital'],['Grip Digital'],"{'Japan': 'Unreleased', 'NorthAmerica': 'May 6, 2014', 'Europe': 'May 6, 2014', 'Australia': 'May 6, 2014'}"
978,Jetpack Joyride,[],['Big Ant Studios'],['Big Ant Studios'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Apr 26, 2016', 'Europe': 'Apr 26, 2016', 'Australia': 'Apr 26, 2016'}"
979,Jikkyou Powerful Pro Baseball 2016,[],['Konami'],['Konami'],"{'Japan': 'Apr 28, 2016', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
980,Joe Dever's Lone Wolf,[],['Forge Reply'],['505 Games'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Mar 16, 2016', 'Europe': 'Mar 16, 2016', 'Australia': 'Mar 16, 2016'}"
981,JoJo's Bizarre Adventure: Eyes of Heaven,[],['CyberConnect2'],['Bandai Namco Entertainment'],"{'Japan': 'Dec 17, 2015', 'NorthAmerica': 'Jul 1, 2016', 'Europe': 'Jun 28, 2016', 'Australia': 'Jun 28, 2016'}"
982,Jotun: Valhalla Edition,[],['Thunder Lotus Games'],['Thunder Lotus Games'],"{'Japan': 'Sep 9, 2016', 'NorthAmerica': 'Sep 9, 2016', 'Europe': 'Sep 9, 2016', 'Australia': 'Sep 9, 2016'}"
983,Journey,[],['That Game Company'],['Sony Computer Entertainment'],"{'Japan': 'Jul 23, 2015', 'NorthAmerica': 'Jul 21, 2015', 'Europe': 'Jul 21, 2015', 'Australia': 'Jul 21, 2015'}"
984,Journey to the Savage Planet,[],['Typhoon Studios'],['505 Games'],"{'Japan': 'Jan 28, 2020', 'NorthAmerica': 'Jan 28, 2020', 'Europe': 'Jan 28, 2020', 'Australia': 'Jan 28, 2020'}"
985,Joysound Dive 2,[],['Xing Entertainment'],['Xing Entertainment'],"{'Japan': 'Feb 22, 2014', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
986,Judgment,[],['Sega'],['Sega'],"{'Japan': 'Dec 13, 2018', 'NorthAmerica': 'Jun 25, 2019', 'Europe': 'Jun 25, 2019', 'Australia': 'Jun 25, 2019'}"
987,Jumanji: The Video Game,['Adventure'],['Funsolve'],"['Bandai Namco', 'Outright Games']","{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 15, 2019', 'Europe': 'Nov 15, 2019', 'Australia': 'Nov 15, 2019'}"
988,Jump Force,[],['Spike Chunsoft'],['Bandai Namco Entertainment'],"{'Japan': 'Feb 14, 2019', 'NorthAmerica': 'Feb 15, 2019', 'Europe': 'Feb 15, 2019', 'Australia': 'Feb 15, 2019'}"
989,Jump Stars,[],['Jamit Games'],['Curve Digital'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jun 9, 2017', 'Europe': 'Jun 9, 2017', 'Australia': 'Jun 9, 2017'}"
990,Jurassic World Evolution,[],['Frontier Developments'],['Frontier Developments'],"{'Japan': 'Nov 28, 2018', 'NorthAmerica': 'Jun 12, 2018', 'Europe': 'Jun 12, 2018', 'Australia': 'Jun 12, 2018'}"
991,Just Cause 3,[],['Avalanche Studios'],['Square Enix'],"{'Japan': 'Jan 21, 2016', 'NorthAmerica': 'Dec 1, 2015', 'Europe': 'Dec 1, 2015', 'Australia': 'Dec 1, 2015'}"
992,Just Cause 4,[],['Avalanche Studios'],['Square Enix'],"{'Japan': 'Dec 4, 2018', 'NorthAmerica': 'Dec 4, 2018', 'Europe': 'Dec 4, 2018', 'Australia': 'Dec 4, 2018'}"
993,Just Dance 2014,[],['Ubisoft Milan'],['Ubisoft'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 29, 2013', 'Europe': 'Nov 15, 2013', 'Australia': 'Nov 15, 2013'}"
994,Just Dance 2015,[],['Ubisoft Paris'],['Ubisoft'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 23, 2014', 'Europe': 'Oct 21, 2014', 'Australia': 'Oct 21, 2014'}"
995,Just Dance 2016,[],['Ubisoft Paris'],['Ubisoft'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 22, 2015', 'Europe': 'Oct 20, 2015', 'Australia': 'Oct 20, 2015'}"
996,Just Dance 2017,[],['Ubisoft Paris'],['Ubisoft'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 27, 2016', 'Europe': 'Oct 25, 2016', 'Australia': 'Oct 25, 2016'}"
997,Just Dance 2018,[],['Ubisoft Paris'],['Ubisoft'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 27, 2017', 'Europe': 'Oct 24, 2017', 'Australia': 'Oct 24, 2017'}"
998,Just Dance 2019,[],['Ubisoft Paris'],['Ubisoft'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 23, 2018', 'Europe': 'Oct 26, 2018', 'Australia': 'Oct 26, 2018'}"
999,Just Dance 2020,['Rhythm'],['Ubisoft Paris'],['Ubisoft'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 5, 2019', 'Europe': 'Nov 5, 2019', 'Australia': 'Nov 5, 2019'}"
1000,Just Deal With It!,[],['Super Punk Games'],['Sony Interactive Entertainment'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Nov 14, 2018', 'Europe': 'Nov 14, 2018', 'Australia': 'Nov 14, 2018'}"
1001,Jydge,['Twin-stick shooter'],['10tons'],['10tons'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Oct 4, 2017', 'Europe': 'Oct 3, 2017', 'Australia': 'Oct 3, 2017'}"
1002,Kamen Rider: Battride War Genesis,[],['Eighting'],['Bandai Namco Entertainment'],"{'Japan': 'Feb 25, 2016', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
1003,Karumaruka Circle,[],['Saga Planets'],['Entergram'],"{'Japan': 'May 24, 2018', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
1004,Katanakami,[],['Acquire'],['Spike Chunsoft'],"{'Japan': '2020', 'NorthAmerica': 'Unreleased', 'Europe': 'Unreleased', 'Australia': 'Unreleased'}"
1005,Keep Talking and Nobody Explodes,['Puzzle'],['Steel Crate Games'],['Steel Crate Games'],"{'Japan': 'May 30, 2019', 'NorthAmerica': 'Aug 16, 2018', 'Europe': 'Aug 16, 2018', 'Australia': 'Aug 16, 2018'}"
1006,Ken Follett's The Pillars of the Earth,[],['Daedalic Entertainment'],['Daedalic Entertainment'],"{'Japan': 'Aug 15, 2017', 'NorthAmerica': 'Aug 15, 2017', 'Europe': 'Aug 15, 2017', 'Australia': 'Aug 15, 2017'}"
1007,Kentucky Route Zero,[],['Cardboard Computer'],['Annapurna Interactive'],"{'Japan': 'Unreleased', 'NorthAmerica': 'TBA', 'Europe': 'TBA', 'Australia': 'TBA'}"
1008,Kerbal Space Program,[],['Squad'],['Squad'],"{'Japan': 'Unreleased', 'NorthAmerica': 'Jan 16, 2018', 'Europe': 'Jan 16, 2018', 'Australia': 'Jan 16, 2018'}"
1009,Kerbal Space Program 2,[],"['Squad, Star Theory Games']",['Private Division'],"{'Japan': 'Unreleased', 'NorthAmerica': '2020', 'Europe': '2020', 'Australia': '2020'}"
